Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

Aged Bourbon,,item,Food,newKey,Aged Bourbon,,Gereifter Bourbon
farmLifeFilteredCabernetDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Wine Filter on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKippe es in den Weinfilter der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Filtered Chardonne,,item,Food,newKey,Filtered Chardonne,,Filtrierter Chardonnay
farmLifeFilteredChardonneDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Wine Filter on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt den Weinfilter der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Filtered Merlot,,item,Food,newKey,Filtered Merlot,,Filtrierter Merlot
farmLifeFilteredMerlotDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Wine Filter on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt den Weinfilter der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Filtered Pink Rose,,item,Food,newKey,Filtered Pink Rose,,Filtrierter Rosè
farmLifeFilteredPinkRoseDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Wine Filter on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt den Weinfilter der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Filtered White Zin,,item,Food,newKey,Filtered White Zin,,Weißer Zinfandel
farmLifeFilteredWhiteZinDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Wine Filter on a Brew Station. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenötigt den Weinfilter der Braustation. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Fish Pellets,,item,Food,newKey,Fish Pellets,,Fischpellets
farmLifeFishPelletsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. Fish Pellets",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nAuf zum Hackbrett. Einfache Fischpellets."
Fish Pellets Step 1,,item,Food,newKey,Fish Pellets Step 1,,Fischpellets (Schritt 1)
farmLifeFishPelletsStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst den Gemüseaufsatz für die Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Fish Pellets Step 2,,item,Food,newKey,Fish Pellets Step 2,,Fischpellets (Schritt 2)
farmLifeFishPelletsStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nRührschüssel und Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Floor Corker,,item,Food,newKey,Floor Corker,,Verkorkmaschine
farmLifeFloorCorkerDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Workbench. The Floor Corker is a tool used in the Brew Station for crafting.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nHerstellbar an der Werkbank. Die Verkorkmaschine ist ein Zubehör für die Braustation."
Floral Hops,,item,Food,newKey,Floral Hops,,Blumenhopfen
farmLifeFloralHopsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Florentine Omelette,,item,Food,newKey,Florentine Omelette,,Florentiener Omelett
farmLifeFlorentineOmeletteDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst die Pfanne (Nicht die Mama!) und den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Florentine Omelette Step 1,,item,Food,newKey,Florentine Omelette Step 1,,Florentiener Omelett (Schritt 1)
farmLifeFlorentineOmeletteStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nHacke, Hacke, Hackbrett! Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Flour Tortillas,,item,Food,newKey,Flour Tortillas,,Mehltortillas
farmLifeFlourTortillasDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst die Gusseisenpfanne und den Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Flour Tortillas Step 1,,item,Food,newKey,Flour Tortillas Step 1,,Mehltortillas (Schritt 1)
farmLifeFlourTortillasStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nNimm die Rührschüssel der Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Fried Eggs,,item,Food,newKey,Fried Eggs,,Spiegeleier
farmLifeFriedEggsDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nIn die Pfanne hauen und ab auf den Gasofen, kinderleicht! Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Fried Ham Steak,,item,Food,newKey,Fried Ham Steak,,Gebratenes Schinkensteak
farmLifeFriedHamSteakDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nGusseisenpfanne und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Fried Okra,,item,Food,newKey,Fried Okra,,Gebackene Okraschoten
farmLifeFriedOkraDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nPfanne und Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Fried Okra Step 1,,item,Food,newKey,Fried Okra Step 1,,Gebackene Okraschoten (Schritt 1)
farmLifeFriedOkraStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst die Rührschüssel der Küchenmaschine. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Fried Okra Step 2,,item,Food,newKey,Fried Okra Step 2,,Gebackene Okraschoten (Schritt 2)
farmLifeFriedOkraStep2Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Fruit Pancakes,,item,Food,newKey,Fruit Pancakes,,Pfannekuchen mit Früchten
farmLifeFruitPancakesDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst das Hackbrett. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Fruit Smoothie,,item,Food,newKey,Fruit Smoothie,,Frucht Smoothie
farmLifeFruitSmoothieDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Yummy drink. Fill you up but wont slow you down.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst den Gemüseaufsatz der Küchenmaschine um dieses Getränk herzustellen."
Fuego en el Culo,,item,Food,newKey,Fuego en el Culo,,Arschfeuer
farmLifeFuegoenelCuloDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst das Backblech für den Gasofen. Fuego en el Culo (zu dt. Feuer im Arsch) brennt garantiert zweimal, mindestens!"
Full Stack 'o Pancakes,,item,Food,newKey,Full Stack 'o Pancakes,,Stapel Pfannkuchen
farmLifeFullStackoPancakesDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nGehe zum Hackbrett. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Garlic,,item,Food,newKey,Garlic,,Knoblauch
farmLifeGarlicDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKnoblauch macht aus Bürschlein Männern und aus Greisen Romeos!"
Garlic Green Beans,,item,Food,newKey,Garlic Green Beans,,Grüne Knoblauchbohnen
farmLifeGarlicGreenBeansDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nIn die Pfanne hauen und ab zum Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Garlic Green Beans Step 1,,item,Food,newKey,Garlic Green Beans Step 1,,Grüne Knoblauchbohnen (Stufe 1)
farmLifeGarlicGreenBeansStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nKochtopf und Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Ghost Pepper,,item,Food,newKey,Ghost Pepper,,Geisterpfeffer
farmLifeGhostPepperDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Ginger Root,,item,Food,newKey,Ginger Root,,Ingwerwurzel
farmLifeGingerRootDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Golden Malt,,item,Food,newKey,Golden Malt,,Goldgelbes Malz
farmLifeGoldenMaltDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Drying Pan on a Brew Cooker. Malt is an essential ingredient for brewing beer and spirits.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nBenutze die Trockenpfanne auf dem Brühkocher. Malz ist ein wesentlicher Bestandteil zum Brauen von Bier und Spirituosen."
Grain Miller,,item,Food,newKey,Grain Miller,,Getreidemühle
farmLifeGrainMillerDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Workbench. The Grain Miller is a tool used in the KitchNaid for crafting.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie Getreidemühle wird an der Werkbank hergestellt und ist ein nützliches Zubehör für deine Küchenmaschine."
Grandma's Omelette,,item,Food,newKey,Grandma's Omelette,,Omas Omlett
farmLifeGrandmasOmeletteDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie Gusspfanne und der Gasofen. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Grandma's Omelette Step 1,,item,Food,newKey,Grandma's Omelette Step 1,,Omas Omlett (Schritt 1)
farmLifeGrandmasOmeletteStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse a Chopping Board. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nZuerst alles klein hacken...\nEine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
Grape,,item,Food,newKey,Grape,,Traube
farmLifeGrapeDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Grape Extract,,item,Food,newKey,Grape Extract,,Traubenextrakt
farmLifeGrapeExtractDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nA necesssary ingredient for Wine Making.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie wichtigste Zutat für das Keltern!"
Grape Pulp,,item,Food,newKey,Grape Pulp,,Traubenstampf
farmLifeGrapePulpDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nA necesssary ingredient for Wine Making.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie zweitwichtigste Zutat für das Keltern!"
Grated Cucumber,,item,Food,newKey,Grated Cucumber,,Geriebene Gurke
farmLifeGratedCucumberDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDu brauchst die Gemüseaufsatz der Küchenmaschine. Ein leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Green Bean,,item,Food,newKey,Green Bean,,Grüne Bohnen
farmLifeGreenBeanDesc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nJedes Böhnchen gibt ein Tönchen!\nEin leckeres Häppchen im Kampf gegen die Zombie-Apokalypse."
Green Beans Bacon Step 1,,item,Food,newKey,Green Beans Bacon Step 1,,Spechböhnchen (Schritt 1)
farmLifeGreenBeansBaconStep1Desc,,item,Food,newKey,"Type: [c7b992]Farm Life Item [FF684F]( required.)\nMaterial: [c7b992].\nUnlocked by: [c7b992]Farm Life\n\nUse the Cast Iron Skillet on a Gas Oven. An ingredient used for crafting yummy meals or drinks.",,"Typ: [c7b992]Farm Life Item [FF684F] (benötigt.)\nMaterial: [c7b992].\nFreischalten durch: [c7b992]Farm Life\n\nDie Gusseiserne Pfanne und der Gasofen. Eine Zutat, die zur Herstellung leckerer Mahlzeiten oder Getränke verwendet wird."
